                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 6.6828,                 9.7284,                 4.2674,                      0,                      0,                      0,                      0,                 6.5473,                 5.1077,                 4.1598,                  2e-05,                  2e-05,                  2e-05
